customer_id,region,city,risk_score,risk_bucket,risk_drivers,churn,risk_bucket_lr,risk_score_lr
C00424,East,Kolkata,72.86509366509367,High Risk,"Payment Delay, High Usage, Low Tenure",0,High Risk,47.009197997997994
C03193,North,Bangalore,83.56814257866888,High Risk,"Payment Delay, Service Tickets, High Usage",1,High Risk,46.976553940406575
C00350,East,Pune,79.94668954668956,High Risk,"Payment Delay, Service Tickets, High Usage",0,High Risk,46.92040314600314
C00831,South,Mumbai,70.33330473330473,High Risk,"Payment Delay, High Usage",0,High Risk,46.91433416273416
C03461,West,Hyderabad,79.21104864262759,High Risk,"Payment Delay, Service Tickets, Outages, High Usage",0,High Risk,46.90982695778485
C03076,South,Bangalore,68.50596611649243,High Risk,"Payment Delay, Outages, High Usage, Low Tenure",0,High Risk,46.902214200666826
C03311,East,Chennai,87.32058374163637,High Risk,"Payment Delay, Service Tickets, High Usage",1,High Risk,46.840334650439914
C03044,North,Chennai,76.55350538508432,High Risk,"Payment Delay, Outages, High Usage",0,High Risk,46.740895712253604
C01934,South,Noida,83.82743344848608,High Risk,"Payment Delay, Service Tickets, Outages, High Usage, Low Tenure",0,High Risk,46.73649315179841
C01299,South,Noida,82.52558573611205,High Risk,"Payment Delay, Service Tickets, High Usage",0,High Risk,46.71593094598357
C04476,West,Gurgaon,88.0624398834925,High Risk,"Payment Delay, Service Tickets, High Usage, Low Tenure",0,High Risk,46.58567796518322
C04859,North,Delhi,79.3113685113685,High Risk,"Payment Delay, Service Tickets, High Usage",0,High Risk,46.53054174174174
C00309,West,Patna,81.11474933580197,High Risk,"Payment Delay, Service Tickets, Outages, High Usage",1,High Risk,46.51687527678054
C03719,West,Patna,91.05528686581319,High Risk,"Payment Delay, Service Tickets, Outages",0,High Risk,46.5117124703651
C00760,East,Chennai,75.50053211105842,High Risk,"Payment Delay, Service Tickets, High Usage, Low Tenure",0,High Risk,46.49222892968156
C03236,South,Pune,69.08271128271129,High Risk,"Payment Delay, Outages, High Usage",1,High Risk,46.4171728013728
C03233,West,Chennai,84.89478049478049,High Risk,"Payment Delay, Service Tickets, High Usage",0,High Risk,46.39119422279422
C03429,South,Pune,83.85537266589898,High Risk,"Payment Delay, Service Tickets, High Usage",0,High Risk,46.34479569644833
C03601,West,Delhi,79.9810125915389,High Risk,"Payment Delay, Service Tickets, High Usage",1,High Risk,46.30800928146191
C01034,North,Gurgaon,76.18436180541443,High Risk,"Payment Delay, Service Tickets, High Usage",1,High Risk,46.219570800876056
C00973,North,Noida,76.72770213822845,High Risk,"Payment Delay, Service Tickets, High Usage, Low Tenure",0,High Risk,46.21321242746505
C00954,South,Gurgaon,89.28675893939052,High Risk,"Service Tickets, Outages, High Usage, Low Tenure",1,High Risk,46.211120080983235
C00094,East,Pune,81.64442186547448,High Risk,"Payment Delay, Service Tickets, High Usage",0,High Risk,46.202943344848606
C02779,South,Chennai,82.67202390360285,High Risk,"Payment Delay, Service Tickets, Outages, High Usage, Low Tenure",1,High Risk,46.13317296093085
C02159,East,Kolkata,69.09849849849849,High Risk,"Payment Delay, High Usage, Low Tenure",0,High Risk,46.11585782925783
C02094,South,Patna,73.81524983630246,High Risk,"Payment Delay, Outages, High Usage",0,High Risk,46.09084647655173
C02977,East,Hyderabad,79.34100416205679,High Risk,"Payment Delay, Service Tickets, High Usage",0,High Risk,46.09002817253343
C00355,North,Kolkata,81.40234821287453,High Risk,"Payment Delay, Service Tickets, High Usage",0,High Risk,46.04164769130033
C00917,West,Bangalore,74.74407038617565,High Risk,"Outages, High Usage",1,High Risk,46.01425654526707
C03231,North,Delhi,65.15987415987416,High Risk,"Payment Delay, Outages, High Usage",0,High Risk,45.96322079222079
C01869,South,Bangalore,87.64073547231442,High Risk,"Payment Delay, Service Tickets, Outages, High Usage",0,High Risk,45.95936603972393
C04846,East,Bangalore,85.63915343915343,High Risk,"Payment Delay, Service Tickets, High Usage",1,High Risk,45.947321693121694
C03317,North,Pune,84.48070928070928,High Risk,"Payment Delay, Service Tickets",0,High Risk,45.890916573716574
C04055,South,Noida,82.12930373983005,High Risk,"Payment Delay, Service Tickets, High Usage",1,High Risk,45.88713740959004
C04949,West,Pune,83.17807582018108,High Risk,"Service Tickets, High Usage",1,High Risk,45.882527530538056
C00122,West,Patna,73.3047333047333,High Risk,"Payment Delay, Service Tickets, High Usage",0,High Risk,45.841305591305584
C04897,East,Pune,83.78215960321222,High Risk,"Payment Delay, Service Tickets, High Usage",0,High Risk,45.81694895045421
C02612,East,Noida,75.14143617301511,High Risk,"Payment Delay, Outages, High Usage",1,High Risk,45.80241714797504
C04637,East,Bangalore,73.47667667667668,High Risk,"Payment Delay, High Usage",0,High Risk,45.7497478049478
C04214,South,Patna,78.51039912092543,High Risk,"Payment Delay, Service Tickets, High Usage",0,High Risk,45.70922850068113
C01053,East,Mumbai,64.84810524810524,High Risk,"Payment Delay, Outages, High Usage, Low Tenure",1,High Risk,45.64483351923352
C04777,South,Hyderabad,73.91346534504429,High Risk,"Payment Delay, Outages, High Usage",1,High Risk,45.63345687341477
C00539,North,Noida,78.00584644795171,High Risk,"Service Tickets, Outages, High Usage, Low Tenure",0,High Risk,45.60337932518985
C04686,West,Mumbai,80.80958402011034,High Risk,"Payment Delay, Service Tickets, High Usage",0,High Risk,45.50140928146191
C01458,South,Mumbai,80.54280295332927,High Risk,"Payment Delay, Service Tickets, Outages, High Usage, Low Tenure",0,High Risk,45.49257450382713
C02309,South,Kolkata,73.97214357214358,High Risk,"Payment Delay, Service Tickets, High Usage, Low Tenure",0,High Risk,45.466522122122115
C02591,South,Chennai,81.2700565226881,High Risk,"Service Tickets, Outages, High Usage",1,High Risk,45.45674730821047
C01199,South,Chennai,85.75365440628599,High Risk,"Service Tickets, High Usage",0,High Risk,45.419294398157554
C01686,South,Hyderabad,74.75433779644305,High Risk,"Outages, High Usage, Low Tenure",0,High Risk,45.36938736179788
C04320,North,Mumbai,81.68089292299818,High Risk,"Service Tickets, High Usage",0,High Risk,45.24480297741351
C04315,East,Patna,81.38639240744503,High Risk,"Payment Delay, Service Tickets, Outages, High Usage",0,High Risk,45.1512833419886
C01294,South,Gurgaon,79.95807536860168,High Risk,"Payment Delay, Service Tickets, High Usage, Low Tenure",1,High Risk,45.106674460927096
C03416,North,Noida,81.31703432756063,High Risk,"Payment Delay, Service Tickets, High Usage",1,High Risk,45.08326465111728
C03344,North,Hyderabad,65.9435209645736,High Risk,"Payment Delay, Outages, High Usage, Low Tenure",1,High Risk,44.98198375668902
C02251,West,Gurgaon,86.3796397901661,High Risk,"Payment Delay, Service Tickets, Outages",0,High Risk,44.97616337841601
C01787,East,Noida,69.15553899764426,High Risk,"Outages, High Usage",0,High Risk,44.886895384105905
C02108,North,Patna,75.12850293902926,High Risk,"Payment Delay, Service Tickets, High Usage, Low Tenure",1,High Risk,44.85644634709898
C03841,South,Hyderabad,86.56793936793936,High Risk,"Payment Delay, Service Tickets",0,High Risk,44.85181547261547
C03824,North,Pune,74.4983961405014,High Risk,"Service Tickets, High Usage",1,High Risk,44.78852395553448
C02477,North,Gurgaon,71.40521423679317,High Risk,"Payment Delay, High Usage",0,High Risk,44.78162472698261
C01318,West,Pune,60.229003439529755,High Risk,"Payment Delay, High Usage, Low Tenure",1,High Risk,44.748246118298745
C01226,South,Mumbai,67.92458473511104,High Risk,"Payment Delay, High Usage, Low Tenure",0,High Risk,44.74393140358403
C01132,North,Mumbai,87.562520415152,High Risk,"Service Tickets, Outages, High Usage",0,High Risk,44.73026585532901
C00036,South,Delhi,76.6225172540962,High Risk,"Payment Delay, Service Tickets, High Usage",0,High Risk,44.72118008233797
C00038,West,Noida,78.02528543581174,High Risk,"Payment Delay, Service Tickets, High Usage",0,High Risk,44.69843965469229
C00963,North,Delhi,83.75925399083293,High Risk,"Payment Delay, Service Tickets, Outages, High Usage",0,High Risk,44.68307185982975
C00462,North,Delhi,65.24722165774797,High Risk,"Payment Delay, Outages, High Usage",0,High Risk,44.66757493282756
C02849,South,Kolkata,85.07067368119999,High Risk,"Payment Delay, Service Tickets, High Usage, Low Tenure",1,High Risk,44.6675519670046
C03568,West,Pune,79.31474933580196,High Risk,"Payment Delay, Service Tickets, High Usage",0,High Risk,44.62993241963768
C01048,East,Mumbai,68.35635635635636,High Risk,"Payment Delay, High Usage",0,High Risk,44.61337995137995
C01585,East,Kolkata,80.18272859325491,High Risk,"Payment Delay, Service Tickets, High Usage",0,High Risk,44.60587380312643
C04474,East,Bangalore,70.42153582153583,High Risk,"Payment Delay, Service Tickets, High Usage",1,High Risk,44.46606117546118
C00021,East,Kolkata,86.08507454823244,High Risk,"Service Tickets, Outages, High Usage",1,High Risk,44.45342757494336
C03444,East,Pune,74.09864450917081,High Risk,"Payment Delay, Outages",0,High Risk,44.4108836701363
C04250,South,Kolkata,73.50671272776535,High Risk,"Payment Delay, Outages, High Usage",0,High Risk,44.38607976698503
C03587,East,Pune,74.85735509946036,High Risk,"Service Tickets, Outages, High Usage",1,High Risk,44.354114145724665
C03731,West,Bangalore,82.33963437121332,High Risk,"Payment Delay, Service Tickets, Outages, High Usage, Low Tenure",0,High Risk,44.31224082879872
C02417,South,Noida,81.16110396110396,High Risk,"Payment Delay, Service Tickets, Outages",0,High Risk,44.29718512798513
C00236,South,Gurgaon,67.26907509012771,High Risk,"Payment Delay, High Usage, Low Tenure",1,High Risk,44.290114115619375
C02278,East,Mumbai,69.42478267741426,High Risk,"Outages, High Usage, Low Tenure",0,High Risk,44.27597453543769
C03633,West,Patna,78.07945690050953,High Risk,"Payment Delay, Service Tickets, Outages",0,High Risk,44.2566130431183
C00783,East,Patna,74.50974734132629,High Risk,"Payment Delay, Service Tickets, High Usage",1,High Risk,44.250164695522585
C02828,South,Gurgaon,68.8031294452347,High Risk,"Outages, High Usage",0,High Risk,44.193686689697216
C01882,North,Chennai,80.5113489429279,High Risk,"Payment Delay, Service Tickets, High Usage",0,High Risk,44.17068967764757
C04404,South,Mumbai,68.52226813279444,High Risk,"Payment Delay, High Usage",0,High Risk,44.14459858505121
C01802,West,Noida,67.98934423144951,High Risk,"Outages, High Usage",0,High Risk,44.13900074661127
C00883,South,Patna,74.74646977804872,High Risk,"Payment Delay, Service Tickets, Outages, High Usage, Low Tenure",0,High Risk,44.1124426020005
C00695,West,Hyderabad,61.79239540292172,High Risk,"Payment Delay, Outages, High Usage",0,High Risk,44.09262203707466
C02919,West,Delhi,84.8934934934935,High Risk,"Payment Delay, Service Tickets",0,High Risk,44.07408868868869
C04034,East,Gurgaon,75.17074217074217,High Risk,"Payment Delay, Service Tickets, High Usage",0,High Risk,44.028619905619905
C00317,West,Mumbai,78.56952441162967,High Risk,"Service Tickets, High Usage",1,High Risk,43.99960409281462
C04255,North,Pune,66.83351923351924,High Risk,"Payment Delay, High Usage, Low Tenure",0,High Risk,43.998685085085086
C01669,South,Gurgaon,74.18467640572902,High Risk,"Payment Delay, Service Tickets, High Usage",1,High Risk,43.97641882032408
C02344,South,Chennai,80.60029503187397,High Risk,"Payment Delay, Service Tickets, High Usage",0,High Risk,43.96668166963956
C01906,North,Bangalore,85.45940225940225,High Risk,"Payment Delay, Service Tickets, Outages",1,High Risk,43.96539162019162
C00402,West,Hyderabad,82.0623059149375,High Risk,"Service Tickets, High Usage",0,High Risk,43.94691493297809
C04979,West,Pune,80.67814129919392,High Risk,"Payment Delay, Service Tickets, High Usage",0,High Risk,43.8921083384136
C01664,North,Chennai,69.52018334123596,High Risk,"Payment Delay, High Usage",0,High Risk,43.88911769062295
C03349,South,Hyderabad,80.23371943371944,High Risk,"Payment Delay, Service Tickets, High Usage",0,High Risk,43.88236499356499
C02350,West,Gurgaon,77.35553598711493,High Risk,"Payment Delay, Service Tickets, Outages, High Usage",0,High Risk,43.864208253366144
C04851,South,Bangalore,83.32496556707083,High Risk,"Service Tickets, High Usage",0,High Risk,43.85569629930683
C04779,West,Bangalore,70.51938254043517,High Risk,"Payment Delay, High Usage",0,High Risk,43.85214091384617
C04912,South,Chennai,62.4211158526948,High Risk,"Payment Delay, Outages, High Usage",0,High Risk,43.836735008692905
C02293,South,Hyderabad,70.35627055627054,High Risk,"Payment Delay, Outages, Low Tenure",0,High Risk,43.790239582439575
C00809,East,Patna,72.3549037759564,High Risk,"Payment Delay, Outages, High Usage",0,High Risk,43.70005365515892
C04525,South,Bangalore,69.77777777777777,High Risk,"Payment Delay, Service Tickets, High Usage",0,High Risk,43.697873015873014
C03829,East,Gurgaon,74.23001648264807,High Risk,"Service Tickets, Outages, High Usage, Low Tenure",0,High Risk,43.68805132651448
C02061,South,Bangalore,82.09119194382352,High Risk,"Service Tickets, Outages, High Usage",0,High Risk,43.68464866671182
C04439,South,Mumbai,78.6514860725387,High Risk,"Payment Delay, Service Tickets, Outages, High Usage",0,High Risk,43.680309911415165
C04714,West,Bangalore,74.77437738490369,High Risk,"Payment Delay, Service Tickets, High Usage",0,High Risk,43.65328741674004
C03801,West,Gurgaon,76.28280912491438,High Risk,"Service Tickets, High Usage",0,High Risk,43.64734740755793
C00257,South,Hyderabad,74.29721149721149,High Risk,"Payment Delay, Service Tickets",0,High Risk,43.64166658086658
C04935,West,Delhi,61.58982742140637,High Risk,"Payment Delay, Outages, High Usage",0,High Risk,43.57341380177169
C03891,East,Mumbai,68.9990110411163,High Risk,"Outages, High Usage",0,High Risk,43.569148980559504
C00771,East,Kolkata,75.71334793440056,High Risk,"Payment Delay, Service Tickets, High Usage",0,High Risk,43.513515917421174
C03058,South,Delhi,64.00598041650673,High Risk,"Payment Delay, Outages, High Usage",0,High Risk,43.46357092882356
C01632,West,Delhi,68.55890476943108,High Risk,"Payment Delay, Outages",0,High Risk,43.426678979731605
C01435,South,Patna,75.5001121422174,High Risk,"Service Tickets, High Usage",0,High Risk,43.415188477198996
C02883,North,Patna,63.37400859506122,High Risk,"Payment Delay, Outages, High Usage",0,High Risk,43.39992818683345
C01797,North,Chennai,66.44717047874941,High Risk,"Payment Delay, Outages, High Usage",1,High Risk,43.38740799596589
C03110,South,Kolkata,75.94918678076573,High Risk,"Payment Delay, Service Tickets, High Usage",0,High Risk,43.38127809463599
C04548,West,Patna,62.991480202006514,High Risk,"Payment Delay, High Usage",0,High Risk,43.376705720758345
C00705,East,Chennai,65.9778093883357,High Risk,"Payment Delay, High Usage",1,High Risk,43.350673602926236
C04342,West,Hyderabad,82.20637780637779,High Risk,"Payment Delay, Service Tickets, Outages, Low Tenure",0,High Risk,43.33344361504361
C02319,East,Noida,76.45435209645736,High Risk,"Service Tickets, Outages, High Usage",1,High Risk,43.331801232811756
C04076,North,Gurgaon,72.63801846959743,High Risk,"Payment Delay, Service Tickets, High Usage",0,High Risk,43.31301626137415
C02795,South,Kolkata,67.08861192019086,High Risk,"Payment Delay, High Usage, Low Tenure",0,High Risk,43.309663337021234
C04574,South,Pune,75.28460791618686,High Risk,"Payment Delay, Service Tickets, Outages, High Usage",0,High Risk,43.29283659599449
C00315,South,Mumbai,76.71319891319891,High Risk,"Payment Delay, Service Tickets, High Usage",0,High Risk,43.29160294580295
C04929,South,Delhi,85.88008911166806,High Risk,"Payment Delay, Service Tickets, Outages",0,High Risk,43.27728192703982
C04222,North,Gurgaon,64.86049207101838,High Risk,"Payment Delay, High Usage, Low Tenure",0,High Risk,43.24393294798558
C04270,West,Pune,63.6679401205717,High Risk,"Outages, High Usage",0,High Risk,43.224922969586125
C03113,West,Kolkata,65.568374389427,High Risk,"Payment Delay, High Usage",0,High Risk,43.19943443593969
C01679,South,Noida,72.73771816929712,High Risk,"Payment Delay, Service Tickets, High Usage, Low Tenure",0,High Risk,43.18612497008286
C00517,North,Kolkata,79.06100687153318,High Risk,"Payment Delay, Service Tickets, High Usage",0,High Risk,43.18240373305636
C01681,North,Kolkata,83.78695838695839,High Risk,"Payment Delay, Service Tickets",0,High Risk,43.16046392106392
C03314,South,Patna,79.70699571752202,High Risk,"Payment Delay, Service Tickets",0,High Risk,43.15138434223697
C00671,South,Mumbai,82.66525472841263,High Risk,"Service Tickets, High Usage",1,High Risk,43.14860234971814
C03685,West,Chennai,76.14583756689018,High Risk,"Payment Delay, Service Tickets, High Usage, Low Tenure",0,High Risk,43.137259432364694
C04685,North,Pune,78.52893494998759,High Risk,"Payment Delay, Service Tickets, High Usage",0,High Risk,43.103863893969155
C00104,West,Mumbai,67.98815958815959,High Risk,"Payment Delay, Outages",1,High Risk,43.07434337194337
C00675,South,Hyderabad,72.52801673854304,High Risk,"Payment Delay, Service Tickets, High Usage",1,High Risk,43.06586044691308
C01809,North,Hyderabad,61.96019177071808,High Risk,"Payment Delay, High Usage",0,High Risk,43.03118451383715
C04496,East,Mumbai,86.58393882604409,High Risk,"Service Tickets, Outages",1,High Risk,43.02404321765375
C03896,South,Mumbai,71.64313787471681,High Risk,"Payment Delay, Service Tickets, High Usage, Low Tenure",0,High Risk,43.02158208433998
C01913,South,Kolkata,61.259405269931584,High Risk,"Payment Delay, Outages, High Usage",1,High Risk,43.00065017950281
C03051,East,Pune,66.71783512836143,High Risk,"Payment Delay, Service Tickets, High Usage, Low Tenure",0,High Risk,42.97206999932263
C03689,West,Gurgaon,75.6912085017348,High Risk,"Payment Delay, Service Tickets, Outages",0,High Risk,42.9558421714948
C01211,East,Kolkata,82.96723640934167,High Risk,"Service Tickets, Outages, Low Tenure",0,High Risk,42.93092758773811
C04382,North,Mumbai,79.93133434186065,High Risk,"Payment Delay, Service Tickets, High Usage, Low Tenure",0,High Risk,42.924592807845436
C03012,East,Gurgaon,79.5192139507929,High Risk,"Payment Delay, Service Tickets, High Usage",0,High Risk,42.91803302099092
C01063,North,Mumbai,70.25968825968825,High Risk,"Payment Delay, Low Tenure",0,High Risk,42.91675475475475
C04909,East,Patna,77.23899990215779,High Risk,"Service Tickets, Outages, High Usage",1,High Risk,42.91053516825095
C02507,East,Bangalore,65.54035238245764,High Risk,"High Usage, Low Tenure",0,High Risk,42.8974500816606
C02465,North,Chennai,67.47889092099618,High Risk,"Outages, High Usage",0,High Risk,42.87723246404299
C00632,North,Gurgaon,82.88264053527212,High Risk,"Service Tickets, High Usage",0,High Risk,42.87398237184553
C00487,North,Hyderabad,86.95856759014654,High Risk,"Payment Delay, Service Tickets, Outages",0,High Risk,42.87000605116395
C01462,North,Mumbai,76.41666327982117,High Risk,"Service Tickets, Outages, High Usage",0,High Risk,42.863525787441574
C01770,North,Kolkata,70.2655572866099,High Risk,"Payment Delay, Service Tickets, High Usage",0,High Risk,42.85807327477853
C00479,South,Chennai,83.2133276133276,High Risk,"Payment Delay, Service Tickets, Outages",1,High Risk,42.840813499213496
C01410,South,Patna,82.40367585630743,High Risk,"Service Tickets, Outages, High Usage",0,High Risk,42.805872347535505
C04837,East,Bangalore,67.6538884749411,High Risk,"Payment Delay, High Usage, Low Tenure",0,High Risk,42.79752595603121
C00048,West,Pune,87.6920062920063,High Risk,"Payment Delay, Service Tickets, Outages",0,High Risk,42.795788960388954
C04045,West,Hyderabad,57.62651824757087,High Risk,"Payment Delay, High Usage",1,High Risk,42.789176835482095
C02471,West,Kolkata,79.77772358824988,High Risk,"Payment Delay, Service Tickets, Low Tenure",1,High Risk,42.78876180541443
C00821,North,Hyderabad,84.29240669240669,High Risk,"Payment Delay, Service Tickets, Outages, Low Tenure",1,High Risk,42.76952020592021
C02136,West,Pune,77.16743962007119,High Risk,"Service Tickets, High Usage",0,High Risk,42.75772319838636
C00927,North,Gurgaon,67.9657717868244,High Risk,"Payment Delay, Outages, High Usage",0,High Risk,42.72990991141517
C04838,South,Hyderabad,79.6655377181693,High Risk,"Service Tickets, Outages, High Usage",1,High Risk,42.72127835354151
C04568,North,Patna,82.10731031783662,High Risk,"Payment Delay, Service Tickets, Outages",0,High Risk,42.716632361684994
C04707,East,Patna,75.95476980740139,High Risk,"Service Tickets, Outages, High Usage",1,High Risk,42.71260490866806
C03274,North,Patna,64.11143173248435,High Risk,"Payment Delay, High Usage",0,High Risk,42.712542915848175
C01873,North,Delhi,77.13595098858256,High Risk,"Service Tickets, High Usage, Low Tenure",0,High Risk,42.71120779727095
C04022,East,Bangalore,71.35502118660014,High Risk,"Payment Delay, Service Tickets, High Usage",0,High Risk,42.70736603972394
C00531,North,Kolkata,75.79271000323632,High Risk,"Payment Delay, Service Tickets",0,High Risk,42.689755770808404
C03934,East,Patna,57.7756929862193,High Risk,"Payment Delay, High Usage",0,High Risk,42.68796355001618
C01125,North,Hyderabad,61.616050637103264,High Risk,"Payment Delay, High Usage, Low Tenure",0,High Risk,42.67176611047137
C01066,South,Bangalore,79.46465412781203,High Risk,"Service Tickets, Outages, High Usage",0,High Risk,42.644562624278414
C02254,South,Hyderabad,73.49631134894292,High Risk,"Service Tickets, High Usage",0,High Risk,42.56390020396336
C03365,South,Hyderabad,78.53736894789526,High Risk,"Payment Delay, Service Tickets, High Usage",1,High Risk,42.530732089984724
C03839,West,Pune,67.30299472404734,High Risk,"Payment Delay, Outages, High Usage",0,High Risk,42.50227330337856
C04694,East,Gurgaon,65.72055213107843,High Risk,"Payment Delay, Service Tickets, High Usage, Low Tenure",0,High Risk,42.483848349100974
C04577,North,Noida,76.02359803412435,High Risk,"Payment Delay, Service Tickets",0,High Risk,42.482488589341216
C01381,West,Mumbai,65.14711854711855,High Risk,"Payment Delay, Outages",0,High Risk,42.47187641927641
C03622,East,Pune,81.98142202352729,High Risk,"Service Tickets, Outages",0,High Risk,42.46980191921244
C03978,South,Delhi,70.14863735916367,High Risk,"Payment Delay, Service Tickets, High Usage, Low Tenure",0,High Risk,42.43486244891508
C02017,West,Patna,78.23366825472088,High Risk,"Payment Delay, Service Tickets, High Usage",0,High Risk,42.43414091384618
C00311,West,Bangalore,74.44350064350064,High Risk,"Payment Delay, Service Tickets, Outages",0,High Risk,42.42599562419562
C04273,North,Delhi,70.24942084942084,High Risk,"Payment Delay, Service Tickets, High Usage, Low Tenure",0,High Risk,42.41448108108108
C02147,North,Delhi,72.9534858166437,High Risk,"Service Tickets, Outages, High Usage",0,High Risk,42.40824364815943
C02637,South,Mumbai,79.94770258980786,High Risk,"Service Tickets, High Usage",1,High Risk,42.4004940685046
C00285,East,Delhi,65.30144731197362,High Risk,"Payment Delay, High Usage, Low Tenure",1,High Risk,42.36200238885502
C02323,South,Kolkata,80.68405849458482,High Risk,"Payment Delay, Service Tickets, Low Tenure",0,High Risk,42.36104952170215
C00458,North,Patna,66.86902391112918,High Risk,High Usage,0,High Risk,42.3523471787577
C02626,West,Kolkata,65.5856743962007,High Risk,"Payment Delay, Outages, Low Tenure",0,High Risk,42.344616946269575
C01533,South,Gurgaon,70.5919754340807,High Risk,"Outages, High Usage",1,High Risk,42.3380958703064
C01467,North,Gurgaon,72.75515515515515,High Risk,"Payment Delay, Service Tickets, High Usage, Low Tenure",0,High Risk,42.30838621478621
C04885,East,Pune,82.71692895903422,High Risk,"Service Tickets, High Usage, Low Tenure",0,High Risk,42.3076150752256
C03799,East,Mumbai,70.37124041334567,High Risk,"Service Tickets, High Usage",0,High Risk,42.286497185907706
C02712,North,Patna,76.14246878457405,High Risk,"Service Tickets, High Usage",0,High Risk,42.25227442028495
C04712,South,Gurgaon,70.21118261118261,High Risk,"Payment Delay, Service Tickets, High Usage",0,High Risk,42.23644713284713
